,ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW
17941,AL031935,UNNAMED,19350903,0,  , HU,24.6,80.5,160,892,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
17942,AL031935,UNNAMED,19350903,200, L, HU,24.8,80.8,160,892,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
17950,AL031935,UNNAMED,19350904,2200, L, HU,29.6,83.4,85,965,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
17956,AL031935,UNNAMED,19350906,600,  , TS,36.1,78,50,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25937,AL031961,CARLA,19610904,600,  , TD,13.7,79.5,25,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25938,AL031961,CARLA,19610904,1200,  , TD,14.2,80.1,25,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25939,AL031961,CARLA,19610904,1800,  , TD,14.9,80.7,25,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25940,AL031961,CARLA,19610905,0,  , TD,15.5,81.4,30,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25941,AL031961,CARLA,19610905,600,  , TD,15.9,82.1,30,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25942,AL031961,CARLA,19610905,1200,  , TS,16.3,82.7,40,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25943,AL031961,CARLA,19610905,1800,  , TS,16.9,83.1,45,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25944,AL031961,CARLA,19610906,0,  , TS,17.4,83.6,50,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25945,AL031961,CARLA,19610906,600,  , TS,18.1,84.3,55,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25946,AL031961,CARLA,19610906,1200,  , HU,18.8,85.1,65,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25947,AL031961,CARLA,19610906,1800,  , HU,19.1,85.6,70,981,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25948,AL031961,CARLA,19610907,0,  , HU,19.5,85.9,75,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25949,AL031961,CARLA,19610907,600,  , HU,20.2,86,80,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25950,AL031961,CARLA,19610907,1200,  , HU,20.9,86,85,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25951,AL031961,CARLA,19610907,1800,  , HU,21.7,86.3,95,970,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25952,AL031961,CARLA,19610908,0,  , HU,22.3,87.3,100,968,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25953,AL031961,CARLA,19610908,600,  , HU,22.8,87.8,105,966,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25954,AL031961,CARLA,19610908,1200,  , HU,23.1,88.3,110,965,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25955,AL031961,CARLA,19610908,1800,  , HU,23.4,89.2,110,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25956,AL031961,CARLA,19610909,0,  , HU,23.7,89.8,110,959,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25957,AL031961,CARLA,19610909,600,  , HU,24,90.2,110,956,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25958,AL031961,CARLA,19610909,1200,  , HU,24.6,91,110,953,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25959,AL031961,CARLA,19610909,1800,  , HU,24.9,91.8,110,948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25960,AL031961,CARLA,19610910,0,  , HU,25.6,92.6,110,944,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25961,AL031961,CARLA,19610910,600,  , HU,26.1,93.3,115,940,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25962,AL031961,CARLA,19610910,1200,  , HU,26.3,93.9,120,937,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25963,AL031961,CARLA,19610910,1800,  , HU,26.7,94.5,130,936,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25964,AL031961,CARLA,19610911,0,  , HU,27,95,140,936,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25965,AL031961,CARLA,19610911,600,  , HU,27.2,95.7,150,936,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25966,AL031961,CARLA,19610911,1200,  , HU,27.6,96.2,145,935,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25967,AL031961,CARLA,19610911,1800,  , HU,28,96.4,125,931,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25968,AL031961,CARLA,19610912,0,  , HU,28.6,96.8,100,940,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25969,AL031961,CARLA,19610912,600,  , HU,29.5,97.2,80,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25970,AL031961,CARLA,19610912,1200,  , TS,30.5,97.4,60,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25971,AL031961,CARLA,19610912,1800,  , TS,31.8,97.4,45,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
25972,AL031961,CARLA,19610913,0,  , TS,32.8,97.2,40,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33303,AL091979,DAVID,19790825,1200,  , TD,11.7,36.1,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33304,AL091979,DAVID,19790825,1800,  , TD,11.7,38.2,25,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33305,AL091979,DAVID,19790826,0,  , TD,11.7,40.3,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33306,AL091979,DAVID,19790826,600,  , TS,11.6,42.2,35,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33307,AL091979,DAVID,19790826,1200,  , TS,11.6,44,40,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33308,AL091979,DAVID,19790826,1800,  , TS,11.6,45.5,45,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33309,AL091979,DAVID,19790827,0,  , TS,11.7,47,55,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33310,AL091979,DAVID,19790827,600,  , HU,11.8,48.5,65,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33311,AL091979,DAVID,19790827,1200,  , HU,11.8,50,80,966,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33312,AL091979,DAVID,19790827,1800,  , HU,11.9,51.5,95,954,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33313,AL091979,DAVID,19790828,0,  , HU,12.2,52.9,115,947,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33314,AL091979,DAVID,19790828,600,  , HU,12.5,54.4,125,941,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33315,AL091979,DAVID,19790828,1200,  , HU,12.8,55.7,130,938,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33316,AL091979,DAVID,19790828,1800,  , HU,13.2,56.9,125,941,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33317,AL091979,DAVID,19790829,0,  , HU,13.7,58,120,944,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33318,AL091979,DAVID,19790829,600,  , HU,14.2,59.2,120,942,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33319,AL091979,DAVID,19790829,1200,  , HU,14.8,60.3,125,938,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33320,AL091979,DAVID,19790829,1800,  , HU,15.3,61.6,125,933,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33321,AL091979,DAVID,19790830,0,  , HU,15.6,62.8,130,929,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33322,AL091979,DAVID,19790830,600,  , HU,16,64.2,140,925,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33323,AL091979,DAVID,19790830,1200,  , HU,16.3,65.2,145,924,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33324,AL091979,DAVID,19790830,1800,  , HU,16.6,66.2,150,924,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33325,AL091979,DAVID,19790831,0,  , HU,16.8,67.3,145,927,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33326,AL091979,DAVID,19790831,600,  , HU,17,68.3,145,928,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33327,AL091979,DAVID,19790831,1200,  , HU,17.2,69.1,145,927,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33328,AL091979,DAVID,19790831,1800,  , HU,17.9,69.7,150,926,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33329,AL091979,DAVID,19790901,0,  , HU,18.8,70.4,130,953,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33330,AL091979,DAVID,19790901,600,  , HU,19.3,72,100,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33331,AL091979,DAVID,19790901,1200,  , HU,19.7,73.7,65,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33332,AL091979,DAVID,19790901,1800,  , TS,20.6,74.6,60,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33333,AL091979,DAVID,19790902,0,  , HU,21.3,75.2,65,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33334,AL091979,DAVID,19790902,600,  , HU,21.9,75.5,70,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33335,AL091979,DAVID,19790902,1200,  , HU,23,76.3,70,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33336,AL091979,DAVID,19790902,1800,  , HU,23.9,77.4,75,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33337,AL091979,DAVID,19790903,0,  , HU,24.6,78.2,80,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33338,AL091979,DAVID,19790903,600,  , HU,25.3,79.1,80,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33339,AL091979,DAVID,19790903,1200,  , HU,26.3,79.6,85,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33340,AL091979,DAVID,19790903,1800,  , HU,27.2,80.2,85,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33341,AL091979,DAVID,19790904,0,  , HU,28,80.5,85,971,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33342,AL091979,DAVID,19790904,600,  , HU,29.1,80.8,85,970,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33343,AL091979,DAVID,19790904,1200,  , HU,30.2,80.9,85,970,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33344,AL091979,DAVID,19790904,1800,  , HU,31.5,81.2,80,970,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33345,AL091979,DAVID,19790905,0,  , HU,32.5,81.1,65,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33346,AL091979,DAVID,19790905,600,  , TS,33.5,80.9,55,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33347,AL091979,DAVID,19790905,1200,  , TS,34.9,80.6,45,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33348,AL091979,DAVID,19790905,1800,  , TS,36.2,80.1,40,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33349,AL091979,DAVID,19790906,0,  , TS,37.6,79.5,40,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33350,AL091979,DAVID,19790906,600,  , TS,39.2,78.5,40,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33351,AL091979,DAVID,19790906,1200,  , TS,41.5,76.3,40,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33352,AL091979,DAVID,19790906,1800,  , EX,43.3,73.7,40,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33353,AL091979,DAVID,19790907,0,  , EX,45,70,45,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33354,AL091979,DAVID,19790907,600,  , EX,46.5,66,50,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33355,AL091979,DAVID,19790907,1200,  , EX,47.5,61.5,50,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33356,AL091979,DAVID,19790907,1800,  , EX,50,57,55,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33357,AL091979,DAVID,19790908,0,  , EX,52.5,52.5,60,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33704,AL041980,ALLEN,19800801,0,  , TD,10.8,34.3,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33705,AL041980,ALLEN,19800801,600,  , TD,10.7,36.4,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33706,AL041980,ALLEN,19800801,1200,  , TD,10.7,38.6,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33707,AL041980,ALLEN,19800801,1800,  , TD,10.7,40.7,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33708,AL041980,ALLEN,19800802,0,  , TS,11,42.8,35,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33709,AL041980,ALLEN,19800802,600,  , TS,11.4,44.8,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33710,AL041980,ALLEN,19800802,1200,  , TS,11.9,46.9,55,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33711,AL041980,ALLEN,19800802,1800,  , TS,12.3,49.1,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33712,AL041980,ALLEN,19800803,0,  , HU,12.4,51.4,65,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33713,AL041980,ALLEN,19800803,600,  , HU,12.6,53.6,70,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33714,AL041980,ALLEN,19800803,1200,  , HU,12.8,55.6,80,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33715,AL041980,ALLEN,19800803,1800,  , HU,12.9,57.5,95,965,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33716,AL041980,ALLEN,19800804,0,  , HU,13.3,59.1,110,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33717,AL041980,ALLEN,19800804,600,  , HU,13.6,61,115,948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33718,AL041980,ALLEN,19800804,1200,  , HU,14,63,125,945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33719,AL041980,ALLEN,19800804,1800,  , HU,14.4,64.9,130,930,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33720,AL041980,ALLEN,19800805,0,  , HU,14.8,66.7,140,911,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33721,AL041980,ALLEN,19800805,600,  , HU,15.4,68.6,145,916,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33722,AL041980,ALLEN,19800805,1200,  , HU,15.9,70.5,155,932,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33723,AL041980,ALLEN,19800805,1800,  , HU,16.5,72.3,150,940,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33724,AL041980,ALLEN,19800806,0,  , HU,17.8,73.8,140,945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33725,AL041980,ALLEN,19800806,600,  , HU,18.3,75.9,115,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33726,AL041980,ALLEN,19800806,1200,  , HU,19.2,78,115,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33727,AL041980,ALLEN,19800806,1800,  , HU,20,80.1,125,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33728,AL041980,ALLEN,19800807,0,  , HU,20.1,81.9,135,945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33729,AL041980,ALLEN,19800807,600,  , HU,20.4,83.6,145,935,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33730,AL041980,ALLEN,19800807,1200,  , HU,21,84.8,155,910,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33731,AL041980,ALLEN,19800807,1800,  , HU,21.8,86.4,165,899,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33732,AL041980,ALLEN,19800808,0,  , HU,22.2,87.9,155,920,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33733,AL041980,ALLEN,19800808,600,  , HU,22.8,89.2,130,945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33734,AL041980,ALLEN,19800808,1200,  , HU,23.4,90.5,115,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33735,AL041980,ALLEN,19800808,1800,  , HU,23.9,91.8,130,940,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33736,AL041980,ALLEN,19800809,0,  , HU,24.5,93,145,912,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33737,AL041980,ALLEN,19800809,600,  , HU,25,94.2,155,909,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33738,AL041980,ALLEN,19800809,1200,  , HU,25.2,95.4,140,916,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33739,AL041980,ALLEN,19800809,1800,  , HU,25.4,96.1,125,925,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33740,AL041980,ALLEN,19800810,0,  , HU,25.8,96.8,110,935,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33741,AL041980,ALLEN,19800810,600,  , HU,26.1,97.2,100,945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33742,AL041980,ALLEN,19800810,1200,  , HU,26.7,98.1,85,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33743,AL041980,ALLEN,19800810,1800,  , HU,27.3,99,70,970,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33744,AL041980,ALLEN,19800811,0,  , TS,27.7,99.8,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33745,AL041980,ALLEN,19800811,600,  , TS,28,100.9,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33746,AL041980,ALLEN,19800811,1200,  , TD,28.5,101.9,30,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33747,AL041980,ALLEN,19800811,1800,  , TD,28.9,102.9,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
